Location,Hospital_Name,State,District,Pincode,Latitude,Longitude
"No-1406, 8Th Main, 7Th Cross 5Th Stage, 1St Phase,Beml Layout, Rajarajeswaringar",Sudhanva Health Care,Karnataka,Bengaluru Urban,560098,12.9094624,77.5335675
"483, 16Th Cross 18Th Main, Rajarajeshwari Nagar",Vasan Eye Care Hospital,Karnataka,Bengaluru Urban,560098,12.9015198,77.5596242
"11/A 9Th Main, 13Th Cross 6Th Sector Hsr Layout Outer Ring Road",Asian Speciality Hospital(A Unit Of Orch Hospital and Healthcare Services Ltd),Karnataka,Bengaluru Urban,560102,12.9108829,77.604587
"No. 120/4, Haralur Road, Off Sarjapur Road, H S R Layout Post",Bmax Hospital India Pvt Ltd,Karnataka,Bengaluru Urban,560102,12.9114126,77.6643146
"11A.9Th Main, 13Th Cross, Sector-6 Hsrlayout, Outer Ring Road",Orch Hospital and Healthcare Services,Karnataka,Bengaluru Urban,560102,12.9153707,77.5621065
"No. 10 Pipeline Road, R.P.C. Layout, Vijayanagar",Sri Kalabyraveshwara Swamy Ayurvedic Medical Colle,Karnataka,Bengaluru Urban,560104,12.967283,77.5447472
"Gandhi Sqare, Newpet,Anekal",Aditi Hospital,Karnataka,Bengaluru Urban,562106,12.7105259,77.6911295
"Mysore Bank Road, Anekal Town",Bhavana Nursing Home,Karnataka,Bengaluru Urban,562106,12.708095,77.6976763
"C A Plot 65 Ring Road, Jigani Industrial Area",Y K Hospital,Karnataka,Bengaluru Urban,562106,36.778261,-119.4179324
"Hosur-  Highway, Near Check Post, Atttibele",N.R. Hospital,Karnataka,Bengaluru Urban,562107,12.7409127,77.8252923
"Magadi,Ramanagara ric",Taluk Hospital Magadi,Karnataka,Bengaluru Urban,562120,12.9576756,77.2261452
"Sir Mvit Campus, Hunasamarana Halli, Yelahanka",Krishnadevaraya Hospital And Research Centre,Karnataka,Bengaluru Urban,562157,13.151907,77.612743
"Sarjapur Road, John Nagar, Koramangala",St.John's Medical College Hospital,Karnataka,Bengaluru Urban,560034,12.9309785,77.6199608
"CGHS Dispensary No.7, Koramangala, CPWD\nQuarters, Koramangala",CGHS Dispensary No.7,Karnataka,Bengaluru Urban,560034,12.9279232,77.6271078
"CGHS Dispensary No.8, Domlur, CPWD Quarters, Domlur",CGHS Dispensary No.8,Karnataka,Bengaluru Urban,560038,12.9609857,77.6387316
"477, 1st Main, B Block",Aayugs Multispeciality Hospital,Karnataka,Bengaluru Urban,560037,30.5781488,-91.1700371
"77, 100 Ft.Ring Road, B.S.K.3rd Stage, 5th Block","Abhaya Eye Hospital, Super Speciality Eye Care Centre",Karnataka,Bengaluru Urban,560085,12.9247325,77.6186378
"HIG 2024, 3rd B Cross, B Sector, Opposite national public school, Near SBI Bank Yelahanka new town",Abhishek Netradhama,Karnataka,Bengaluru Urban,560160,13.1042445,77.5713193
"435, Acura Hospital, 18th Main, 6th Block, Koramangala",Acura Speciality Hospital,Karnataka,Bengaluru Urban,560095,12.9279232,77.6271078
"No.25, 46th Cross, 5th Block, Jayanagar, Bengaluru",Apollo Bengaluru Cradle Limited,Karnataka,Bengaluru Urban,560011,12.9167863,77.5851803
"21/2, 14th Cross, 3rd Block, Jayanagar",Apollo Speciality Hospital,Karnataka,Bengaluru Urban,560011,12.9587626,77.5235076
"6/2 B, Opposite Suryanagara, Phase 1, Chandpura, Anekal Main Road",Athreya Hospital,Karnataka,Bengaluru Urban,560081,12.7943073,77.7064163
"202, R.V.Road","Bengaluru Hospital, Susruta Medical Aid And\nResearch Home Limited",Karnataka,Bengaluru Urban,560001,12.9715987,77.5945627
Hudson Circle,Bengaluru Kidney Stone Hospital,Karnataka,Bengaluru Urban,0,12.9715987,77.5945627
J.C.Road,Bengaluru West Lions Hospital,Karnataka,Bengaluru Urban,0,12.9715987,77.5945627
"No.17, Millers Road, Vasantha Nagar",Bhagawan Mahaveer Jain Heart Centre,Karnataka,Bengaluru Urban,560052,12.9911307,77.5937662
"No 1402, Sarakki Gate, J P Nagar, 1st Phase, K.P.Main Road",Bharath Nursing Home,Karnataka,Bengaluru Urban,560078,12.911103,77.57314
"4, Nagarbhavi Main Road, Prasanthnagar",Bharathy Hospital,Karnataka,Bengaluru Urban,560079,12.9761414,77.5326436
"1st stage, Indiranagar",Chinmaya Mission Hospital,Karnataka,Bengaluru Urban,560038,12.9782591,77.6448425
"C.M.H.Road, Indiranagar, 2nd Stage",Chinmaya Narayana Super Specialty Centre,Karnataka,Bengaluru Urban,560038,12.9783012,77.6379484
"100/101, Lic Colony West Of Chord, Basaveshwaranagar",Chord Road Hospital Pvt Ltd,Karnataka,Bengaluru Urban,560079,12.9956355,77.5504955
"1533, 9th Main,\n3rd Block, Jayanagar","Cloud Nine, Jayanagar",Karnataka,Bengaluru Urban,560011,12.933863,77.584263
Padmanabhanagar,D.G.Hospital,Karnataka,Bengaluru Urban,560073,12.9714646,77.5815375
"434, 18th Main, 80 Feet Road, 6th Block, Opposite Koramangala Bus Depot, Koramangala",Devi Eye Hospital,Karnataka,Bengaluru Urban,560095,12.9279232,77.6271078
"966/ 22, Service Road, RPC Layout, Vijayanagar, Opposite Syndicate Bank",Divya Drishti Eye Hospital,Karnataka,Bengaluru Urban,560104,12.958047,77.5341765
"No.1013, 1st Block, 3 Rd Cross, Hrbr Layout, Kalyan Nagar",Dr.Zamindar Microsurgical Eye Centre,Karnataka,Bengaluru Urban,560043,13.0256425,77.6366197
"1st Main Road, 7th Cross, Ganganagar",Dr. T.V.Ramesh Piles Hospital,Karnataka,Bengaluru Urban,560032,13.025502,77.5576219
"No 23, 80 Feet Road, Gurukrupa Layout","Fortis Hospital, Nagarbhavi",Karnataka,Bengaluru Urban,560072,12.920683,77.556885
"132/18, 22nd Cross, Jayanagar, 3 rd Block",Garden City Hospital,Karnataka,Bengaluru Urban,560011,12.933219,77.5815604
"91, Magadi Chord Road",Gayathri Hospital,Karnataka,Bengaluru Urban,560040,12.974333,77.542641
"44-45/2, 2nd Cross Raja Ram Mohan",HCG Bengaluru Institute Of Oncology,Karnataka,Bengaluru Urban,560027,12.953321,77.531756
"88, 17th, A Main, 2nd Cross, 5th Block, Koramangala","HCG, Koramangala",Karnataka,Bengaluru Urban,560095,12.9350101,77.6312173
"240, 32nd Cross, 7 Th Block",Hi Tech Kidney Stone Hospital,Karnataka,Bengaluru Urban,560001,12.927046,77.579154
"No.6/7, Crescent Road Cross, Kumar Park East",Hitech Kidney Stone Hospital,Karnataka,Bengaluru Urban,560001,12.9917169,77.5664805
"74/2, Jarakabande Kaval (Behind CRPF Campus), Post Attur, Via Yelahanka",I-Aim Healthcare Centre,Karnataka,Bengaluru Urban,560106,13.1004849,77.5940134
"25, 26, 27, 1st Cross Block",Jayashree Multispeciality Hospital,Karnataka,Bengaluru Urban,560068,12.9993935,77.540421
"No.11/2, Magadi Main Road, Agrahara Dasarahalli",Jeevani Health And Medicare Private Limited,Karnataka,Bengaluru Urban,560079,12.98061,77.538619
"89, 7th cross, N R Colony, Near Bull temple",Karthik Nethralaya,Karnataka,Bengaluru Urban,560050,12.9656578,77.5652661
"No.47, 11th Main, 17th Cross, Malleshwaram",Kids Clinic India Pvt.Ltd.- Cloudnine,Karnataka,Bengaluru Urban,560055,13.0082512,77.5632061
"237 / 37, 10 Th Main, Nagendra Block",Kusuma Hospital,Karnataka,Bengaluru Urban,560050,12.9204899,77.5515107
"No - 65, 1st Main, Seshadripuram",Lalitha Healthcare Pvt.Ltd.(A Fortis Network Hospital),Karnataka,Bengaluru Urban,560020,12.9785849,80.2320987
"M S R I T Nagar, New Bel Road",M.S. Ramaiah Memorial Hospitals(Only For Corporate),Karnataka,Bengaluru Urban,560054,13.0344064,77.5682976
"5/2, 13th Cross, Hosur Road, Wilson Garden",M.G. Speciality Health Care (A Unit Of Mgmi Hospitals(India) Pvt Ltd),Karnataka,Bengaluru Urban,560027,12.945783,77.59732
"193/4m Sondekoppa Circle, N.H.-4, Nelamangala",M.S. Ramaiah Harsha Hospital,Karnataka,Bengaluru Urban,562123,13.0410322,77.3914939
M.S.Ramaiah Memorial Hospital,M.S.R.Narayana Hrudayalaya,Karnataka,Bengaluru Urban,560054,17.3337789,77.9034879
"No.02, Sirur Park Road, Seshadripuram",Mahaveer Eye Hospital Private Limited,Karnataka,Bengaluru Urban,560020,12.9931308,77.5728546
"31/32, Crescent Road",Mallige Medical Centre,Karnataka,Bengaluru Urban,0,12.9851615,77.5803852
"No-9/91, Govindappa Road, Basavana Gudi",Medikeris Superspecaility Ent Centre,Karnataka,Bengaluru Urban,560004,12.946587,77.5722657
"Ca Site No 1, Basant Health Centre Building, 18th Main, Opposite Hsr Club",Narayana Multispeciality Hospital(A Unit Of Narayana Hrudayalaya Pvt Ltd),Karnataka,Bengaluru Urban,560102,36.778261,-119.4179324
"No.121/C, Chord Road, Rajajinagar 1st `R`Block",Narayana Nethralaya\n,Karnataka,Bengaluru Urban,560010,13.011531,77.552046
"No.1537/1, 9th Main Road, 3rd Block, Jayanagar",Nature Cure Hospital,Karnataka,Bengaluru Urban,560011,12.933267,77.584489
"8, V Phase, 6th Cross, New Town",Neha Prakash Hospital,Karnataka,Bengaluru Urban,560064,28.4689118,77.1411003
"256/14, Kanakapura Main Road,\n7th Block, Jayanagar",Nethradhama Super Speciality Eye Hospital,Karnataka,Bengaluru Urban,560021,12.925255,77.577359
"66, Indiranagar Double Road, Hal 2nd Stage",Nethradhama Superspeciality Eye Hospital,Karnataka,Bengaluru Urban,560038,12.97344,77.635628
"No 222/14, 5 Th Main Bellary Road, Sadashivnagar","Nova Medical Center, Sadashiv Nagar",Karnataka,Bengaluru Urban,560080,13.0067174,77.5814238
"C.A.6, 11th Cross, 15th Main, Padmanabhanagar",Nu Hospitals,Karnataka,Bengaluru Urban,560070,12.9091748,77.597458
"Dr.M.C.Modi Road, Mahalakshmipuram",Padmabhushan Dr.M.C.Modi Charitable Eye Hospital,Karnataka,Bengaluru Urban,560086,13.0122294,77.6050075
"611 /612, Nagarabhavi Main Road","Panacea Hospital, Nagarabhavi",Karnataka,Bengaluru Urban,560072,12.9617571,77.5216056
"334, 3rd Stage, 4th Block, Basaveshwaranagar",Panacea Hospitals Private Limited,Karnataka,Bengaluru Urban,560079,12.9935833,77.5342741
"12/13, Bilekahalli, Bannerghatta Road",Parimala Speciality Hospital,Karnataka,Bengaluru Urban,560076,12.8594543,77.5917489
"2, Tumkur Road, Goreguntepalya",People Tree Hospitals,Karnataka,Bengaluru Urban,560022,13.1582339,77.32569
"504, 40th Cross Road, Jayanagar",Prabha Eye Clinic and Research Centre,Karnataka,Bengaluru Urban,560070,12.919731,77.575085
"90-D, Bommanahalli Circle, Hosur road",Prashanth Hospital,Karnataka,Bengaluru Urban,560068,12.9216826,77.6200305
"No.877, Modi Hospital Road, West of Chord Road, II Stage Extension",Pristine Hospital,Karnataka,Bengaluru Urban,560086,12.9978747,77.546252
"52 /10 80 Ft Road, Khb Colony Basaveshwaranagar",Punya Hospital,Karnataka,Bengaluru Urban,560079,12.9862578,77.5374814
"141/142, 1st Main, Krishnandanagar, Khb Colony",Raksha Multispeciality Hospital,Karnataka,Bengaluru Urban,560096,12.9861693,77.5348568
"No.19, 2nd Main Road, 1st Phase, Peenya Industrial Area",Ravi Kirloskar Memorial Hospital,Karnataka,Bengaluru Urban,560058,12.9594745,77.560953
"122, 5th Main Road, Chamarajpet",Retina Institute Of Karnatakaa,Karnataka,Bengaluru Urban,560018,12.9567051,77.5626974
"DSI, Shavige Malleshwara Hills, Kumaraswamy Layout, Banashankari",Sagar Hospitals,Karnataka,Bengaluru Urban,560078,12.9254533,77.546757
"111 Railway Parallel Road, 7 Th Cross, Kumara Park (W)",Samprathi Eye Hospital And Squint Centre,Karnataka,Bengaluru Urban,560020,13.0073714,77.5601893
"85/1, 19th Main Hsr Layout, Sector 1",Sankalp Netralaya and Polyclinic,Karnataka,Bengaluru Urban,560102,12.9187631,77.6449186
"Varthur Main Road, Kundalahalli Gate, Marahahalli-White Field Road",Sankara Eye Hospital,Karnataka,Bengaluru Urban,560037,12.9583404,77.7155779
"15, Hesaraghatta Main Road",Sapthagiri Hospital,Karnataka,Bengaluru Urban,560090,13.0730767,77.5030755
"39/2, Yash Avenue, 8th Mile Circle, Nh 4, T.Dasarahalli",Sarojini Hospital,Karnataka,Bengaluru Urban,560073,13.0506057,77.5118463
"27th Cross, Sevakshetra Hospital Road, B.S.K.II Stage",Sevakshetra Hospital,Karnataka,Bengaluru Urban,560070,12.9714646,77.5815375
"6, Thimmaiah Layout, 1st Main 3rd D Cross, 3rd Stage, 2nd Block",Shanbhag Nursing Home,Karnataka,Bengaluru Urban,560079,12.9236955,77.5513525
"No.10, Pipeline Road, RPC Layout, Vijayanagar, 2nd Stage",Shree Kalabyraveswara Swamy Ayurveda Medical College And Hospital,Karnataka,Bengaluru Urban,560040,12.967283,77.5447472
"523, 10th Main,\n45th Cross, 5th Block, Jayanagar",Shri Krishna Sevashrama Hospital,Karnataka,Bengaluru Urban,560041,12.9172801,77.5850057
"8, G Block, 60 Feet Road",Sri Sai North Side Hospital,Karnataka,Bengaluru Urban,560092,12.9723418,77.5147716
No.6 J.C.Industrial Area,Sri Sai Ram Hospital,Karnataka,Bengaluru Urban,560062,29.2660313,47.8625634
"86 Hosur Main Road, Madivala",Sri Venkateshwara Hospitals,Karnataka,Bengaluru Urban,560068,12.9325662,77.6125214
"St.Johs Medical College Hospital, Johnnagar",St. Johns Hospital,Karnataka,Bengaluru Urban,560034,12.9288874,77.6131577
"Office No-05, Nrupathunga Road",St. Martha'S Heart Center (Managed By Narayana Health),Karnataka,Bengaluru Urban,560001,12.9713221,77.5869159
"John nagar, Koramangala",St. JohnS Medical College Hospital\n,Karnataka,Bengaluru Urban,560034,12.9309785,77.6199608
Nrupathunga Road,St. Marthas Hospital,Karnataka,Bengaluru Urban,560001,12.969805,77.587251
"No.1, Neelasandra Road",St. PhilominaS Hospital,Karnataka,Bengaluru Urban,560047,12.9624895,77.611882
Rajajinagar,St. Theresa'S Hospital,Karnataka,Bengaluru Urban,560010,13.0061399,77.5537558
"1A/87, Dr.Rajkumar Road, 4th N Block, Rajajinagar",Suguna Hospital,Karnataka,Bengaluru Urban,560010,12.988145,77.560033
"24, Brindaban Nagar, 80 Feet Main Road, Mathikere",Sun Orthopaedic Hospital,Karnataka,Bengaluru Urban,560054,13.0267169,77.6312652
"202, Rashtriya Vidyalaya road,\nBasavanagudi",The Bengaluru Hospital,Karnataka,Bengaluru Urban,560004,12.937683,77.580401
"79/5, Outer Ring Road, Bellandur",The Eye Foundation,Karnataka,Bengaluru Urban,560103,12.9233078,77.672381
"Near R.V.Teachers College Circle, Basavanagudi",Trinity Hospital And  Heart Foundation,Karnataka,Bengaluru Urban,560004,12.9436431,77.5799234
"205-4c, 4th Cross, 3 Road Block","Vasan Eye Care Hospital, Banaswadi",Karnataka,Bengaluru Urban,560043,12.9174767,77.5460289
"1127/A, 7th Sector, Near Bda Complex","Vasan Eye Care Hospital, Hsr Layout",Karnataka,Bengaluru Urban,560102,12.9618305,77.6378198
"No.28 and  29, 7 Th Main Diagonal Road, Jayanagar","Vasan Eye Care Hospital, Jayanagar",Karnataka,Bengaluru Urban,560011,12.9290883,77.5819886
"No.897/C, 80 Feet Road, 6th Block, Koramangala","Vasan Eye Care Hospital, Koramangala",Karnataka,Bengaluru Urban,560095,12.9387563,77.6260423
"No.25/5 D, Outer Ring Road, Marathalli","Vasan Eye Care Hospital, Marathalli",Karnataka,Bengaluru Urban,560037,12.9167541,77.6111065
"No-5, 20 Th Cross, Malagala Under Pass Ring Road","Vasan Eye Care Hospital, Nagarabhavi",Karnataka,Bengaluru Urban,560091,12.9746047,77.514911
"No.533, 108 Bus Stop, Ganganagar","Vasan Eye Care Hospital, R.T.Nagar",Karnataka,Bengaluru Urban,560032,13.0150223,77.6511543
"483, 16 Th Cross, 8 Th Main","Vasan Eye Care Hospital, Rajarajeswari Nagar",Karnataka,Bengaluru Urban,560098,12.9451479,77.5977548
"Super Speciality Otology Centre, No.1, 9th Cross Malleshwaram",Vijaya Ent Care Centre,Karnataka,Bengaluru Urban,560003,13.0000884,77.5670569
"3, Gottigere, Bannerghatta Main Road",Vijayashree Hospitals,Karnataka,Bengaluru Urban,560083,12.8561618,77.5889291
"110, 1st Main, Sbm Colony, Bsk 1st Stage Hanumantha Nagar",Vinayaka Hospital,Karnataka,Bengaluru Urban,560050,13.0296311,77.5911303
"No.10/4, 3rd Main Road, Hanumanthanagar",Vishwabharathi Hospital Private Limited,Karnataka,Bengaluru Urban,560019,12.9247108,77.5438845
"82, Epip Area, White Field",Vydehi Institute Of Medical Sciencs And  Research Center,Karnataka,Bengaluru Urban,600066,12.9722607,77.7175003
"2371 / 3, Hal Airport Varthur Road",Yashomati Hospitals Pvt.Ltd.,Karnataka,Bengaluru Urban,560037,12.9556983,77.7112837
"25, Andree Road, Shanti Nagar",Yellamma Dasappa Hospital,Karnataka,Bengaluru Urban,560027,12.9607569,77.594633
"No.1, 1 Cross Rananurthy Road",Zion Hospital And Research Centre Pvt.Ltd.,Karnataka,Bengaluru Urban,560084,13.014682,77.6702166
"No.389/44, 19th Main, 1st Block, Rajajinagar",Ananya Hospital,Karnataka,Bengaluru Urban,560010,12.999754,77.550445
"26/4, Brigade Gateway, Malleswaram West",Columbia Asia Referral Hospital,Karnataka,Bengaluru Urban,560055,13.0123801,77.5570553
Dr.M.H Marigowda Road,"Kidwai Cancer Institute, Bangalore",Karnataka,Bengaluru Urban,560 029,12.9372107,77.6018794
"67, Uttarahalli Road, Kengeri",BGS Global Hospitals,Karnataka,Bengaluru Urban,560060,12.9026124,77.519571
"6/7/8, 4th Main, 18th Cross, Chitrashilpi Venkatappa Road, Malleshwaram",Vagus Super Speciality Hospital,Karnataka,Bengaluru Urban,560003,13.008767,77.5657871
No.2 Vittal Mallya Road,Mallya Hospital,Karnataka,Bengaluru Urban,560001,12.9679749,77.595018
"Opus, 143, 1st Cross, 5th Block, Koramangala","Nova Specialty Surgery Center, Koramangala",Karnataka,Bengaluru Urban,560034,12.9337039,77.6214323
"9th Block, Bannerghatta Road, Jayanagar",Sri Jayadeva Institute of Cardiovascular Sciences and Research,Karnataka,Bengaluru Urban,560069,12.9168029,77.6001668
"Hebbal, Bellary Road",Bangalore Baptist Hospital,Karnataka,Bengaluru Urban,560024,12.9715987,77.5945627
"No 8, P.Kalinga Rao Road, Sampangiram Nagar",Bangalore Institute of Oncology,Karnataka,Bengaluru Urban,560027,12.9647552,77.5908972
"Lady Curzon Road, Shivaji Nagar",Bowring and Lady Curzon Hospital,Karnataka,Bengaluru Urban,560001,12.9832684,77.60342
"No.71/1, Millers Road",Vikram Hospital,Karnataka,Bengaluru Urban,560052,-37.870742,144.83787
"3rd Phase, 633, 100 Feet Ring Road, J.P.Nagar",Shekar Nethralaya,Karnataka,Bengaluru Urban,560078,12.906406,77.5958928
"256/14, Kanakapura Main Road, 7th Block, Jayanagar",Nethradhama Superspeciality Eye Hospital,Karnataka,Bengaluru Urban,560082,12.925255,77.577359
"45, Magrath Road, Off Richmond Road",Hosmat Hospital,Karnataka,Bengaluru Urban,560025,12.9687069,77.6145906
"No-8 1st Main, 1st Block Koramangala",Marvel hospitals and Fertility centre,Karnataka,Bengaluru Urban,560034,12.9266059,77.6377755
"Kakkalli Road, Kodigehalli Post, Doddaballapur Taluk, Bengaluru Rural","Atreya Ayurvedic Medical College, Hospital and Research Centre",Karnataka,Bengaluru Rural,0,13.2846993,77.6077865
"Lecturer Colony Road, Bhalki",Talwade Hospital Bhalki,Karnataka,Bidar,585328,18.0503666,77.2183652
Udgir Road,Bidar Institute Of Medical Sceince-Teaching Hospital,Karnataka,Bidar,585401,17.9205166,77.5101835
Bidar Tq,Government District Hospital,Karnataka,Bidar,585401,17.9148799,77.5046101
"H No-8-10-204, Ganesh Maidan, Near Nehru Stadiumbidar",Kamtikar Hospital,Karnataka,Bidar,585401,17.9155612,77.514822
K.E.B. Road,Pande Nursing Home,Karnataka,Bidar,585401,17.915585,77.5102644
"8-11-5, Nandi Colony, Keb Road",Sachin Nursing Home,Karnataka,Bidar,585401,17.9153068,77.5129632
"Manikgiri Nivas,H.No. 8-9-200,Guru Nanak Jhira Road,Gurunagar Colony,Bidar",Sri Siddaruda Surgical and Maternity Nursing Home,Karnataka,Bidar,585401,17.9148799,77.5046101
"M I G - 9, K. H. B. Colony",Vivek Nursing Home,Karnataka,Bidar,585401,25.3937109,68.2549869
"Mannalle Road,Gumpa",Sri Sidharoad Charitable Hospital,Karnataka,Bidar,585403,17.9148799,77.5046101
Naubagh Main Road,Anugraha Eye Hospital,Karnataka,Vijayapura,586101,13.2955371,77.8009872
Shivaji Peth,Bina Eye Hospital,Karnataka,Vijayapura,586101,13.2955371,77.8009872
Divatagiri Halli,Chiranjeevi Maternity Home,Karnataka,Vijayapura,586101,13.2955371,77.8009872
Near Shivaji Circle,Kembhavi Eye and Dental Hospital,Karnataka,Vijayapura,586101,16.831771,75.7112068
Meenaxi Chowk,Shri Sai Hospital,Karnataka,Vijayapura,586101,13.2955371,77.8009872
"Karanataka Housing Board Complex, Sholapur Road",Vaatsalya Hospital - Bijapur,Karnataka,Vijayapura,586101,16.8451764,75.7094116
Jorapur Peth,Vasi Hospital,Karnataka,Vijayapura,586101,13.2955371,77.8009872
Athani Rd,Alamin Mc and Hospital,Karnataka,Vijayapura,586102,16.8283219,75.6859428
Bijapur,Blde Associations Shri B.M. Patil Medical College,Karnataka,Vijayapura,586102,16.8301708,75.710031
Vishal Nagar,Chetana Orthopaedic And Maternity Centre,Karnataka,Vijayapura,586102,13.2955371,77.8009872
Bijapur,Dhanvantri Surgical Nursing Home,Karnataka,Vijayapura,586102,16.8301708,75.710031
Bldea Road,M/S.Mudanur Multispeciality Hospital,Karnataka,Vijayapura,586103,16.8403052,75.7160637
"Dhanvantari Nagar,B.Balewadi Road",Dhanvantari Nursing Home,Karnataka,Vijayapura,586104,11.9498781,79.8002558
Near Hotel Samrat Station Road,Dr. Munir Bangi Hospital,Karnataka,Vijayapura,586104,18.931092,72.826454
"Opp Keb, Sindgi",Dr.M.Managuli Hospital,Karnataka,Vijayapura,586128,13.2955371,77.8009872
"Bijapur Rd, Sindgi",Dr.Wali Orthopeadic Hospital,Karnataka,Vijayapura,586128,13.2955371,77.8009872
"Bijapur Road, Indi",Girija Hospital,Karnataka,Vijayapura,586209,13.2955371,77.8009872
"P.B.No.14, Gundlupete",Assissi Hospital,Karnataka,Chamarajanagar,571111,10.9614397,78.0757876
"Ooty Mysore Road, Gundlupete",V.A.M.Hospital,Karnataka,Chamarajanagar,571111,11.4113932,76.7095323
